tile_id,city,area,lat,lon,temperature_c,daily_max_temperature_c,exceedance_h,persistence_h,apparent_temperature_c,wet_bulb_c,relative_humidity_pct,solar_ghi,population,vulnerability,canopy_fraction,vegetation_fraction,pervious_fraction,impervious_fraction,building_fraction,road_fraction,transit_stop_count,school_count,park_count,cooling_center_access,data_provenance,thermal_stress_index,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
hou_0010,houston,Downtown,29.7549,-95.3734,34.86538975648611,38.717389756486114,8.615135634443348,7.32412351094819,39.66649906665464,28.469183466171252,68.4523742368471,809.6421911047674,20.645622877553922,0.3727883358456296,0.1622666031863005,0.21403786867820507,0.14791790140544164,0.7839533399086079,0.4541917245730027,0.2527388588683295,3.604099089410676,0.0,0.0,0.3422877635278435,synthetic_demo_calibrated_to_diagnostic_summaries,0.376117732185269,1.1766654971117385,24.29299210639847,288.00413248674124,368.5275684365386,False
hou_0011,houston,Downtown,29.7549,-95.371,34.96545797935102,38.81745797935102,9.81594398700018,7.556144655241872,39.085118199037105,28.891400762946677,71.85226864519579,687.7368533256721,24.377439066076246,0.37651726693653065,0.061229734433141766,0.12742116118767077,0.18911836215579714,0.7483713554984792,0.4167352156381575,0.25894047785407903,3.147713304169654,0.0,0.0,0.07363446160606732,synthetic_demo_calibrated_to_diagnostic_summaries,0.5057223995190364,1.150885377827855,28.055638170036673,414.664765521054,531.7610986777024,False
hou_0012,houston,Downtown,29.7549,-95.3686,34.533050433814125,38.38505043381413,8.170634370053508,7.666648929273115,38.052798565179415,29.326435098088123,68.77735239026954,854.4007578046692,25.696583844239807,0.5447680419666389,0.1609166815118728,0.22441265549993095,0.18141706853730896,0.7469057443612642,0.4778479140095121,0.2439239215461715,1.2043257690818012,0.0,0.0,0.018216102303061976,synthetic_demo_calibrated_to_diagnostic_summaries,0.24023875413054685,1.041108158445532,26.752923084417713,271.1017464097802,381.8674220838244,False
hou_0013,houston,Downtown,29.7549,-95.36619999999999,34.65057492524019,38.5025749252402,8.325367271112077,7.275019474333139,38.994855457789185,29.43179778953997,69.61347779089465,837.4675333447472,33.975804355929654,0.46391156395236655,0.1868150080199795,0.26669315817177597,0.22822328614799003,0.7108483182328129,0.40618930412798043,0.27172813915418015,2.898881433529109,0.0,1.0,0.4403212751713945,synthetic_demo_calibrated_to_diagnostic_summaries,0.32112487060918254,1.2168294726831377,41.34276009841133,454.72280693744176,612.9361833358107,False
hou_0014,houston,Downtown,29.7549,-95.3638,34.52355565229517,38.375555652295176,7.948492883574871,6.814809112653988,39.43323857057521,28.620324225032377,72.5356255030858,760.8446072126925,32.44900845086032,0.44127687676409255,0.08460198079229045,0.1423555554495473,0.16501021330644822,0.7629126698245947,0.48051411245971387,0.28798697778075155,1.978742574129042,0.0,0.0,0.31977172066569326,synthetic_demo_calibrated_to_diagnostic_summaries,0.24560469055114914,1.0848530739428857,35.202406564314494,348.5277632777057,463.8756954112764,False
hou_0015,houston,Downtown,29.7549,-95.3614,34.47198565841777,38.32398565841777,7.991795073580301,7.46995537722712,38.29683541900207,28.893384054864384,69.62623045303187,685.0132391813256,17.4278840446233,0.4692931478302358,0.12276470433280316,0.1900015439973452,0.19210525618440588,0.7407599336225797,0.4475654012867625,0.2562664653041487,1.993514971588674,0.0,0.0,0.3375890803568349,synthetic_demo_calibrated_to_diagnostic_summaries,0.18740026235633925,1.0856875306260996,18.921236392445074,179.5523077050308,242.74930846733858,False
hou_0016,houston,Downtown,29.7571,-95.37819999999999,34.62772375599576,38.479723755995764,8.497079614588351,8.315779720236204,39.43461967378481,28.180313086476065,68.691847197411,709.3409494729267,31.289659333630542,0.5696675159419723,0.19721273379811996,0.2521762805654201,0.157038705049429,0.777080939506607,0.43920236962642706,0.26698216411550624,2.812330961977029,0.0,0.0,0.1534565102542927,synthetic_demo_calibrated_to_diagnostic_summaries,0.2960853166443907,1.1319404477554427,35.41803099622502,390.0566546298335,556.7086087695433,False
hou_0017,houston,Downtown,29.7571,-95.3758,34.6381815956324,38.49018159563241,8.729241400111901,8.05339107421324,38.367890959040245,29.127078606605362,66.31169459046515,728.0639299002739,28.116884372928748,0.5622832422925034,0.1620988376697439,0.21327290636600926,0.1462116248464725,0.7946492163607778,0.39426105861833155,0.25344122087489035,2.7727231571262756,1.0,0.0,0.14457251388545522,synthetic_demo_calibrated_to_diagnostic_summaries,0.30538625875555603,1.2897030995148833,36.26243292446779,413.21157534299186,587.4680335954797,False
hou_0018,houston,Downtown,29.7571,-95.3734,34.76249961450902,38.614499614509015,8.7445754499586,7.322269412117501,39.23176775106813,28.396652382938075,65.6727612469116,658.9005259639737,23.416524797974102,0.490429171654024,0.12332162267181977,0.17984425879593502,0.16149324606890075,0.7806736462283853,0.38555405135142623,0.234434102480968,3.662804779432298,1.0,0.0,0.5729149164828565,synthetic_demo_calibrated_to_diagnostic_summaries,0.3412760951716673,1.3399816382807734,31.377713261631694,368.02574771939067,503.3936696704208,False
hou_0019,houston,Downtown,29.7571,-95.371,35.03659130296148,38.88859130296149,9.775493049883256,8.829268894569742,39.46462060615163,29.58285111865141,69.68952720681365,773.5451398894897,31.119939241415224,0.5281112808433959,0.06681426842114492,0.16307939680787575,0.2750432239620881,0.6708489098310827,0.36071910804552815,0.26166093279634417,2.4743784100938835,0.0,0.0,0.22711752329092366,synthetic_demo_calibrated_to_diagnostic_summaries,0.5765829594163029,1.1128503328097301,34.63183474182751,533.741534462882,745.147728516266,False
hou_0020,houston,Downtown,29.7571,-95.3686,34.68722181664688,38.53922181664689,8.285109849882772,6.561756191881758,38.845714964518535,28.550147966446744,73.42365395172575,824.0451336774656,21.579150788362746,0.48599169058014585,0.13877248795986455,0.18227401888358502,0.12429008835348707,0.7974069955967613,0.5220194403316775,0.1880388490652295,1.690273453716869,0.0,1.0,0.0858695009856788,synthetic_demo_calibrated_to_diagnostic_summaries,0.26242695253607146,1.1485581572858838,24.784909665276142,259.2339452526906,353.7231027345277,False
hou_0021,houston,Downtown,29.7571,-95.36619999999999,34.693567464873226,38.54556746487323,8.623801425831155,8.475209565417869,38.96656327872731,28.974927399927765,70.37179234531534,739.5627019413856,25.405159401096622,0.4904856200014898,0.1707610145342626,0.22139297286468523,0.14466273808692187,0.8023520111571079,0.3532350050398017,0.23442726123539978,3.0392106411057513,1.0,0.0,0.4568549127565791,synthetic_demo_calibrated_to_diagnostic_summaries,0.3323582068441511,1.3047563271718858,33.147542471391134,380.8650178337596,520.9716286405621,False
hou_0022,houston,Downtown,29.7571,-95.3638,34.659259386511216,38.51125938651121,8.802522838264949,8.20578391319161,40.355809459128146,28.83234289355712,70.5052714768024,807.6702543438369,24.722301512072747,0.47633004214175245,0.1282260630944582,0.2088507254018855,0.2303561780212209,0.6941608873279067,0.5032195643391493,0.22595461185366641,3.408377506903536,0.0,0.0,0.32436809949603923,synthetic_demo_calibrated_to_diagnostic_summaries,0.43347898683331226,1.1656096625379253,28.816553522647954,363.61394395070585,493.51412788473226,False
hou_0023,houston,Downtown,29.7571,-95.3614,34.37861374079984,38.23061374079984,7.75784958212412,6.824512447620446,39.604801213911585,28.330966432015202,71.19964036149403,891.5747480030267,26.86225671601523,0.5662149548816539,0.11016033941812789,0.1777844958457332,0.1932118755074437,0.7515548794872291,0.368221633368848,0.20796669471182422,3.2419935364313193,2.0,0.0,0.25994500478613564,synthetic_demo_calibrated_to_diagnostic_summaries,0.1988623618246695,1.316211038074995,35.35639879722341,328.83550601440044,468.4791919154726,False
hou_0024,houston,Downtown,29.7593,-95.37819999999999,34.50655093057269,38.35855093057269,7.59228616456396,6.619022579101773,38.23710581276109,28.600101290808954,71.33827007514448,776.2825686736778,30.099543686581793,0.47061911677132506,0.17984100361727065,0.2484265266959262,0.19595863736758723,0.738891399727246,0.43433308603444476,0.2121101400874777,3.319275115787203,0.0,0.0,0.20089036329969848,synthetic_demo_calibrated_to_diagnostic_summaries,0.1325282866197091,1.1605764859015295,34.93282263901266,300.369136334729,406.38872957014087,False
hou_0025,houston,Downtown,29.7593,-95.3758,34.79813386129421,38.65013386129421,8.838712595559182,8.366157255272382,39.759919547541735,28.646194977969127,65.85661297141942,846.41857472002,27.730654606833937,0.5824515886972305,0.11997645345225465,0.17114895719810663,0.1462071535595771,0.7983363425832778,0.3697100257143006,0.19514963894698714,2.8222327028071144,0.0,0.0,0.34986837592698067,synthetic_demo_calibrated_to_diagnostic_summaries,0.4068398877372939,1.1324997729315824,31.404960045483573,390.5097943269241,561.0995819075833,False
hou_0026,houston,Downtown,29.7593,-95.3734,34.574889144567564,38.42688914456757,8.405546533699976,8.392604602720754,38.0186705197999,28.424451515408098,68.34843085930602,780.2104026246399,34.06013365112043,0.5338331745047185,0.12786739001774675,0.1927544133787708,0.1853914953172116,0.7544440435793501,0.40109640735625507,0.23959401298194766,2.7506652434386982,0.0,0.0,0.19453193687207745,synthetic_demo_calibrated_to_diagnostic_summaries,0.22129452769807184,1.1284571017988962,38.435399706826416,394.56428351151413,552.5379115213626,False
hou_0027,houston,Downtown,29.7593,-95.371,34.69037732462684,38.54237732462684,8.16840364147965,7.353497304333597,38.86432806855898,29.153828224124943,68.3331289783905,713.4843184488942,31.82631529663173,0.5486195232636394,0.06931413520627322,0.1334331504367462,0.18319718637277993,0.7630884578658911,0.3580957050755265,0.2709372000023364,2.973399274845799,2.0,0.0,0.21135343179028312,synthetic_demo_calibrated_to_diagnostic_summaries,0.2853914197074101,1.301038803692225,41.407271179461304,434.7596169198876,613.647827246541,False
hou_0028,houston,Downtown,29.7593,-95.3686,34.74252285369279,38.594522853692794,7.589076522311672,6.390076512217759,40.306340227442945,28.601218256401026,68.98318358501679,768.9445494723466,31.057318620216574,0.46056892090118656,0.17236421541776192,0.2477231027702192,0.21531110672130654,0.7237896960195467,0.40599464839431176,0.23898906030647418,4.567614722483697,0.0,0.0,0.37114815057521844,synthetic_demo_calibrated_to_diagnostic_summaries,0.2973114249447978,1.18,36.64763597185556,360.8104767759994,485.44404572992295,False
hou_0029,houston,Downtown,29.7593,-95.36619999999999,34.45956196388994,38.31156196388994,7.867072939342799,6.600705716797134,39.12562480537528,28.57215609929933,72.43393772785241,745.9625508303975,27.20437093931189,0.48664263858567713,0.10047775567746745,0.1506543118071853,0.14336158894205106,0.7889190549011926,0.45146237437837544,0.23225095634006215,2.835664239887687,0.0,0.0,0.3309795033978303,synthetic_demo_calibrated_to_diagnostic_summaries,0.20359479157125876,1.1332584876841032,30.82958426908196,291.91818143371063,398.4630569817357,False
hou_0030,houston,Downtown,29.7593,-95.3638,34.39547159969589,38.247471599695885,7.866940700482483,7.3193980348037595,38.780565236276225,28.05357885086106,72.50854421094417,723.6364718515947,31.700993440897317,0.4450214679595187,0.19948283046581244,0.28136513099396354,0.23394943008043179,0.6977713977007539,0.45519448145876196,0.22625582325299132,3.6826562707575627,0.0,0.0,0.09046876201849195,synthetic_demo_calibrated_to_diagnostic_summaries,0.14660635227481242,1.18,37.40717226025883,337.4233241630773,450.04379144520226,False
hou_0031,houston,Downtown,29.7593,-95.3614,34.400851301809624,38.25285130180963,7.347687433211998,6.814076875870347,38.4215431459821,28.309985577696132,64.9457805294472,866.5452561506505,25.45612018683499,0.6422008113293587,0.18759973966542162,0.2815509580458765,0.26843205251558544,0.6658000390166812,0.43845272311822264,0.2215184506296342,2.3954546834009403,1.0,0.0,0.3573741780577236,synthetic_demo_calibrated_to_diagnostic_summaries,0.07561495767226264,1.2683921240874794,32.2883423548058,255.18389132772433,378.09336786435995,True
hou_0032,houston,Downtown,29.7615,-95.37819999999999,34.58157376836189,38.433573768361896,8.463772315418026,6.7084728272562755,38.31035752017891,27.89775502057971,72.25160349279821,721.5363094816703,21.79292726735469,0.46838924576717555,0.2075526588416933,0.2553010235443471,0.13642389915043934,0.8012788739978717,0.41531484567792665,0.2485896061761609,3.1743028030409097,0.0,0.0,0.11574375660513987,synthetic_demo_calibrated_to_diagnostic_summaries,0.2129565850136615,1.1523873537323799,25.113893783709095,257.8239641381166,348.3954432156334,False
hou_0033,houston,Downtown,29.7615,-95.3758,34.23612408447643,38.08812408447643,6.827477170823229,6.312241013307403,39.01772727529923,28.51175446526465,71.06200020231323,718.8243037158734,30.377467491621314,0.3237150298567672,0.15079826779676853,0.21603826509385432,0.18639999227738802,0.747717461368222,0.43921697569593304,0.25603702476500634,3.2693397071899275,1.0,1.0,0.1391555574629529,synthetic_demo_calibrated_to_diagnostic_summaries,0.0628799764572923,1.39775575652792,42.46028005515345,308.1252836700703,382.9338727222315,False
hou_0034,houston,Downtown,29.7615,-95.3734,34.819016354080134,38.67101635408014,8.503840440301978,7.7834198655117,39.871252629324616,28.954934360819696,69.00214222957399,802.8858236390219,19.507072477670313,0.4517962423174271,0.09780289183429791,0.16759719250891608,0.19941228764176616,0.7409587488355245,0.39752642348472916,0.20640794683565203,3.060643366969474,1.0,0.0,0.3455101661877776,synthetic_demo_calibrated_to_diagnostic_summaries,0.39841695643570163,1.3059670095533578,25.475593108803707,302.9535793294373,405.608545882678,False
hou_0035,houston,Downtown,29.7615,-95.371,34.60728552419535,38.45928552419535,8.655401728721854,6.8964921889871995,38.27179537497128,28.345925821516047,69.1660471414746,718.1339995182309,26.884676804379914,0.5072362264149262,0.04638761192120072,0.10451453844527865,0.16607693292593695,0.7634781638231926,0.46963268833913663,0.2128842868837231,4.024111773647606,1.0,0.0,0.35234291944758905,synthetic_demo_calibrated_to_diagnostic_summaries,0.24887028569232514,1.3399999999999999,36.02546691786908,389.4163490576285,537.5609086078304,False
hou_0036,houston,Downtown,29.7615,-95.3686,34.49571487736536,38.34771487736536,7.750382556086567,6.135321607464278,39.22276725224111,28.71259235224077,67.10509826595988,786.1263771865039,29.91528983717314,0.4815646996015493,0.04723454941641528,0.12644972536645196,0.226329074142962,0.7141207413789242,0.397001229854092,0.22732973356548655,3.663527129994611,0.0,0.0,0.2611757340221316,synthetic_demo_calibrated_to_diagnostic_summaries,0.2107536761940987,1.18,35.300042007864306,331.248681454315,450.88693528778236,False
hou_0037,houston,Downtown,29.7615,-95.36619999999999,34.48045561888281,38.332455618882804,7.229090552974377,5.740087802189201,39.30477568486924,28.50376972342317,72.72910238551138,766.2050732830436,31.216687201285808,0.4409633735168551,0.11023246013671696,0.12073246013671696,0.03,0.9445788428489181,0.4356594690219039,0.24919161109788968,2.6210154484408985,0.0,0.0,0.2432533665648761,synthetic_demo_calibrated_to_diagnostic_summaries,0.14559999184722064,1.1211335012656123,34.99807381989098,289.84166080731285,385.6988282088034,False
hou_0038,houston,Downtown,29.7615,-95.3638,34.212764995953364,38.06476499595337,7.246507297238621,6.081144512694674,40.27458750391975,27.732606942868284,70.03612412176709,732.3087485878168,25.49697993193949,0.4743221189667533,0.07418747212333134,0.16338626894198724,0.25485370519615974,0.6801253737634595,0.43347280693587165,0.21293374465118997,3.166527366407197,1.0,0.0,0.24268231766630263,synthetic_demo_calibrated_to_diagnostic_summaries,0.17251850018630885,1.311948138291444,33.45071535376232,284.2194844966145,385.32817560016883,False
hou_0039,houston,Downtown,29.7615,-95.3614,34.35806952775628,38.210069527756275,7.532062929975258,5.675071550613837,38.70421985257627,27.971732602209002,70.97090952733785,860.2111174177713,22.870633330257302,0.5771653726364553,0.1918380008054009,0.297639573936693,0.3022902089465489,0.6409388773036557,0.3784727583319692,0.2449898470151923,1.7888414972524873,0.0,0.0,0.32741049136441874,synthetic_demo_calibrated_to_diagnostic_summaries,0.09941332241209379,1.0741260255282858,24.56594248034402,203.42689290644438,291.4851117429126,False
hou_0040,houston,Downtown,29.7637,-95.37819999999999,34.272453961739195,38.12445396173919,7.918499307229989,6.318585840689281,38.636529073525416,28.192557215955105,68.80400037278723,755.8321592210771,27.922769481033825,0.575915740931537,0.16629399089277147,0.24641238895691492,0.2289097087546956,0.7061258583752401,0.4330962191337619,0.2664218314202946,4.345709243615819,0.0,1.0,0.15564709689624334,synthetic_demo_calibrated_to_diagnostic_summaries,0.13658922187192482,1.26,35.18268954610262,316.64705451649183,453.4185717782325,False
hou_0041,houston,Downtown,29.7637,-95.3758,34.43964384926918,38.29164384926918,7.360243467344223,5.573555944429575,38.92763570690884,28.47301916124776,71.8012052515369,734.0350249529746,22.15979458748404,0.45363461724919785,0.11342670502355684,0.15275595478250303,0.11236928502556053,0.8235317312348239,0.42732655826410365,0.23066936979983235,2.161774881472076,0.0,0.0,0.2362480755139132,synthetic_demo_calibrated_to_diagnostic_summaries,0.12639643638045536,1.0951921223284875,24.269232464629976,201.20533405168825,269.66061257746424,False
hou_0042,houston,Downtown,29.7637,-95.3734,34.57089548419255,38.42289548419255,7.229209666263719,6.734293361500157,38.716416436514905,28.91200330825293,66.22532269168984,681.9733872889533,31.198133622744344,0.3993536498682515,0.14845707561469024,0.1975039464128222,0.1401339165660913,0.7947538284147363,0.4340817001278161,0.25201876935635914,3.7709997070848376,0.0,0.0,0.35911367875829,synthetic_demo_calibrated_to_diagnostic_summaries,0.14180060891752297,1.18,36.81379767483833,303.87271912887684,394.88722873850713,False
hou_0043,houston,Downtown,29.7637,-95.371,34.5771857199628,38.4291857199628,8.116312385454881,6.772801246467434,39.67083038518188,28.4295051681507,71.97518609342535,745.2961610147836,27.616249620912008,0.42850926098569686,0.10865467508717777,0.1688603012985343,0.1720160748895901,0.7560740957742558,0.4793988622410275,0.23019665658609897,2.2367589521820794,0.0,0.0,0.27325843457798643,synthetic_demo_calibrated_to_diagnostic_summaries,0.27727945127731496,1.0994277894982574,30.362072274951377,314.7575014114607,415.91487965110775,False
hou_0044,houston,Downtown,29.7637,-95.3686,34.545841708459854,38.39784170845985,7.9463634589673315,7.194026813513161,38.801242076891285,29.097543869250572,72.65999631862431,698.8360673940629,17.666324173871146,0.4942495436645927,0.14566923686808098,0.20001148349255662,0.15526356178421613,0.7853503892579179,0.39590699305243987,0.20983586941258978,3.270182609341953,0.0,0.0,0.30697778608193327,synthetic_demo_calibrated_to_diagnostic_summaries,0.23238915885280767,1.1578033700135424,20.454129664259725,200.30754091571094,274.5589739333361,False
hou_0045,houston,Downtown,29.7637,-95.36619999999999,34.376910438271565,38.22891043827157,7.459177129672511,6.148574989105056,38.92074036342712,28.586449844769326,72.29346665653391,752.4249097037164,33.90864817954965,0.4948114652147384,0.12352841575802155,0.1820277952573772,0.16714108428387325,0.7630676239037575,0.4652752787491284,0.21437456902166077,2.3005848329154657,0.0,0.0,0.2744587760906363,synthetic_demo_calibrated_to_diagnostic_summaries,0.13380133446985695,1.1030331577457297,37.40236327637764,316.32020114927224,433.7093478050414,False
hou_0046,houston,Downtown,29.7637,-95.3638,34.287244089077355,38.13924408907735,7.050881018486922,5.519977411911079,38.83690975243046,28.230457293683358,70.1869370724144,825.2367919991049,37.60769518401162,0.4312947796168104,0.13646624955526776,0.20474822255405284,0.19509135142510026,0.7471891712933296,0.3847965152104676,0.2541023953498488,3.4434103002566543,1.0,0.0,0.6046000637725117,synthetic_demo_calibrated_to_diagnostic_summaries,0.05792844997917134,1.3275885795434452,49.92754662924485,372.42592791363734,492.89494679096106,False
hou_0047,houston,Downtown,29.7637,-95.3614,34.13036482738522,37.982364827385226,6.86705134473995,6.798512789756096,38.351543973748335,27.88243611388065,72.1658717804354,865.5899247538367,21.311858452267572,0.3416246992083437,0.1689281094573143,0.23887143250986376,0.199838065864427,0.7435113858715572,0.37767032176010534,0.19604692953868516,3.307832630035361,0.0,0.0,0.22613978440551616,synthetic_demo_calibrated_to_diagnostic_summaries,0.0031794784026355073,1.15993012780466,24.72026669829355,170.29507411224827,213.92782671494285,False
hou_0048,houston,Downtown,29.765900000000002,-95.37819999999999,34.328655878659575,38.18065587865958,8.411246671969401,8.271335027199356,38.95383049970894,28.417274727017652,66.25862635113565,724.7295528419043,24.947526817731102,0.45999689090829493,0.12996898402374515,0.22241512322836662,0.2641318262989185,0.6813956932436654,0.36314986971610685,0.26088104164898646,3.872180185150226,0.0,1.0,0.2261522216699393,synthetic_demo_calibrated_to_diagnostic_summaries,0.2245071032092373,1.26,31.433883790341188,323.75741326293587,435.4529658950327,False
hou_0049,houston,Downtown,29.765900000000002,-95.3758,34.6228169643259,38.474816964325896,7.927064053081653,6.778040574468636,38.476351756095575,28.83921080611953,72.62947285205351,768.5348107082899,32.32373646999747,0.314036692893112,0.017048725623097373,0.05044071609525574,0.09540568706330961,0.8412161922965569,0.4225208042675569,0.2348727034057854,3.063121085588497,0.0,0.0,0.35376248288996154,synthetic_demo_calibrated_to_diagnostic_summaries,0.20498524273673452,1.1461069698317363,37.046459659268386,353.86760492353994,437.2131642026861,False
hou_0050,houston,Downtown,29.765900000000002,-95.3734,34.47385050408853,38.325850504088535,8.063117948516052,7.2157143789962115,38.15211221315034,28.87382995257134,66.8027855021799,820.7507582640612,19.97521322280529,0.4700669545988099,0.12001112373514754,0.20296554163364985,0.2370126225671495,0.702086148321553,0.4060081940753166,0.24245521603966802,2.688834840118264,0.0,0.0,0.05410490177074071,synthetic_demo_calibrated_to_diagnostic_summaries,0.1943416168841827,1.1249644532008913,22.47140482076437,216.40226494351964,292.6949301812334,False
hou_0051,houston,Downtown,29.765900000000002,-95.371,34.464327767507996,38.316327767508,7.294811127126682,6.9445718493028,39.19023261677557,28.160856310956362,73.23014040506442,771.534701735765,24.053861473516932,0.5225527333758632,0.16209105741749924,0.2544645008465951,0.263924124083131,0.6770382379615661,0.3935842530353523,0.23758714129880099,2.4752356921098095,0.0,0.0,0.3355659819006157,synthetic_demo_calibrated_to_diagnostic_summaries,0.12328319764471422,1.1128987585787729,26.769512572902766,219.35310080334776,305.32077260279317,False
hou_0052,houston,Downtown,29.765900000000002,-95.3686,34.35864180625029,38.210641806250294,7.957251368580455,6.370995891868457,39.35809973208544,27.924163327994144,70.22301478550185,740.10291822857,18.438626757956442,0.5781261151703572,0.1635489016405099,0.2284851367012879,0.18553210017365146,0.7500424847148293,0.4295027674101285,0.21980526667402994,3.0673935277503253,2.0,0.0,0.24219005024559037,synthetic_demo_calibrated_to_diagnostic_summaries,0.1903839639039034,1.3063483096633597,24.08726889776999,228.1590533161768,327.08758366714756,False
